sample_id,physical_scenario_id,category,severity,truth_topology_id,truth_equivalence_set,truth_equivalence_member_count,truth_unique_under_observation,equivalence_evaluable,parameter_domain_truth,parameter_vector_hash,noiseless_cfr_hash,observation_hash,scientific_hash
stage4a7_1_pilot_0124,pilot_stage4a7_1_pilot_0124,symmetry_preserving_nominal,not_applicable,G004,"G004,G007",2,0,1,in_domain,cb108dcd2d4920b920765717feaf1e8e481ecccf1edfdf2ab58de067f8745fcb,224acf73dde194d5beb3be2ece13aed69e014e3eb2a0ce09907bdc762b6a6685,224acf73dde194d5beb3be2ece13aed69e014e3eb2a0ce09907bdc762b6a6685,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0125,pilot_stage4a7_1_pilot_0125,in_domain_interior,not_applicable,G005,"G005",1,1,1,in_domain,d777177b3a089ae272c6a4c79e58d89c8d3425374703e8588f1992e2c823fb8b,197170e2dcd9fdb9b3e15610ed6b821f7058031a44985ac45c088ef0a11eb569,197170e2dcd9fdb9b3e15610ed6b821f7058031a44985ac45c088ef0a11eb569,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0126,pilot_stage4a7_1_pilot_0126,in_domain_interior,not_applicable,G005,"G005",1,1,1,in_domain,c3d8c5901570403977cee372fdb5eb694762076e5c8e22e2a11bc2d9652d98b7,17724fff102b9d199047078f62462670b9fb2738b83e9aa6b01c46ef4365edfc,17724fff102b9d199047078f62462670b9fb2738b83e9aa6b01c46ef4365edfc,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0127,pilot_stage4a7_1_pilot_0127,in_domain_interior,not_applicable,G005,"G005",1,1,1,in_domain,dcffafc19bbad11732474ac1aa4f9595a257b0988539e3847a0fbd9a1e1c78b7,2e71b0965928b699b51e1682f4a19cdeb2ed30eb4229b6b6329da201f84eccd4,2e71b0965928b699b51e1682f4a19cdeb2ed30eb4229b6b6329da201f84eccd4,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0128,pilot_stage4a7_1_pilot_0128,in_domain_interior,not_applicable,G005,"G005",1,1,1,in_domain,37f65e4dc6ff97c9582c37da58e00f8b18df35039027380967ec7572d173a8e8,4806ce505dda31ab3a7d7b4aa015f7b6bc441575e8876fd724ada2c4a752a100,4806ce505dda31ab3a7d7b4aa015f7b6bc441575e8876fd724ada2c4a752a100,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0129,pilot_stage4a7_1_pilot_0129,in_domain_interior,not_applicable,G005,"G005",1,1,1,in_domain,982ecb5e58257f29f3b85b188d25f50824cc753a46cca4454d8d4d833147e448,bc1f0731e1841c5b439576ff79bfade8d62bcd04186d21b5a4165397957eaedd,bc1f0731e1841c5b439576ff79bfade8d62bcd04186d21b5a4165397957eaedd,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0130,pilot_stage4a7_1_pilot_0130,in_domain_interior,not_applicable,G005,"G005",1,1,1,in_domain,3d47fe914bcd6995fc4cfa8e216004a2963ee832677a8e15bbf37ba0ec138eea,2fa0cb8577cd1d0adc3212f95d31bbe50c6442ca8186280e5df5a69586d85eeb,2fa0cb8577cd1d0adc3212f95d31bbe50c6442ca8186280e5df5a69586d85eeb,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0131,pilot_stage4a7_1_pilot_0131,in_domain_interior,not_applicable,G005,"G005",1,1,1,in_domain,50f28dc5df0b20849fc90ad1804e32b855ca149e74a6212685ffa9950f92d40a,b1ef215b5f2cbfda3c646475e66348e8a500000c740ff1b9e6154e9a0ac86203,b1ef215b5f2cbfda3c646475e66348e8a500000c740ff1b9e6154e9a0ac86203,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0132,pilot_stage4a7_1_pilot_0132,in_domain_interior,not_applicable,G005,"G005",1,1,1,in_domain,900b7401e4acbfff3385fae1c191e12a457f5b3e00ad20d71a1d3f19a2f5c2bc,c43d32f1a5ea5c0313566d8dc23438ea014017656a75ac6630f0ea3838e9fbf4,c43d32f1a5ea5c0313566d8dc23438ea014017656a75ac6630f0ea3838e9fbf4,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0133,pilot_stage4a7_1_pilot_0133,in_domain_interior,not_applicable,G005,"G005",1,1,1,in_domain,541ebcd8632f61e626ed372e95c7e385092fa7f09d475924421148424ed4a8e8,08bc8d30ab8c9f7dfa66bb952fb766cad8f0c407faec6c71423ebe1abbe1f5a3,08bc8d30ab8c9f7dfa66bb952fb766cad8f0c407faec6c71423ebe1abbe1f5a3,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0134,pilot_stage4a7_1_pilot_0134,in_domain_interior,not_applicable,G005,"G005",1,1,1,in_domain,6ab3871a238203b71ed034d4cec362d4bc6466ee04f34a9dfd78d43c7f5d62a6,21bdd753c3af207a844d0d2baa7a29537ffbafd777a95a622a0d6d9fb6a52e2b,21bdd753c3af207a844d0d2baa7a29537ffbafd777a95a622a0d6d9fb6a52e2b,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0135,pilot_stage4a7_1_pilot_0135,in_domain_interior,not_applicable,G005,"G005",1,1,1,in_domain,f429c5d0a3928d98114114c79730ee460c49491e3f4547fc1718a512f9138217,a9e52003de633a13bfb9b2fdec330b5968a351845ceceaefeda01409f1cb6080,a9e52003de633a13bfb9b2fdec330b5968a351845ceceaefeda01409f1cb6080,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0136,pilot_stage4a7_1_pilot_0136,in_domain_interior,not_applicable,G005,"G005",1,1,1,in_domain,68ffff1e47566b0410a7fe822566f7578951a051017b6a46267f1cb76793ea9b,140f674920d906561a4f77a27ac68feda2a91defae95ffbcb674beb8b7199769,140f674920d906561a4f77a27ac68feda2a91defae95ffbcb674beb8b7199769,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0137,pilot_stage4a7_1_pilot_0137,in_domain_interior,not_applicable,G005,"G005",1,1,1,in_domain,37dacb3a99008aa7bf3500e7f513893b037d44e63a84f71594c5fbcd53870d7e,04e21e6720f472836531a8b013b410534fc13a1f50d4a47a6412a085eeed52c8,04e21e6720f472836531a8b013b410534fc13a1f50d4a47a6412a085eeed52c8,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0138,pilot_stage4a7_1_pilot_0138,in_domain_interior,not_applicable,G005,"G005",1,1,1,in_domain,cecc4df31515fca485dc207503d2a457bbd256f65783a3e5e4ca23052de9daa7,ca0473b9d070aa468ed138b7d73eb30a865fc6b3d70f40c0566ed83f7171128f,ca0473b9d070aa468ed138b7d73eb30a865fc6b3d70f40c0566ed83f7171128f,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0139,pilot_stage4a7_1_pilot_0139,in_domain_interior,not_applicable,G005,"G005",1,1,1,in_domain,f269d89307ae6b1f4c4178817cb762d1ab86cc40444417350049233177b61431,8bd56e497659a3cc6f727b397ded8a22eba729b2ac833cec77b523d9f6d6b670,8bd56e497659a3cc6f727b397ded8a22eba729b2ac833cec77b523d9f6d6b670,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0140,pilot_stage4a7_1_pilot_0140,in_domain_interior,not_applicable,G005,"G005",1,1,1,in_domain,8a5c34556f56774c477bf6fbda2343ccfdb19081ea0cb5691e452ad8ac57d5bb,b92a5da75d9d2b7e98583f11d14704c05cc4e899c2c20d1ca6eb17698fdf2810,b92a5da75d9d2b7e98583f11d14704c05cc4e899c2c20d1ca6eb17698fdf2810,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0141,pilot_stage4a7_1_pilot_0141,in_domain_interior,not_applicable,G005,"G005",1,1,1,in_domain,4e3d5ba93e2e73fe34c0ad6f65c104aecef61fdc1b57026b518ea68b6008ea2b,d5f77e00a60f01dc9d10958f3148c90d5e643cc2688d6c3c50841c671306b454,d5f77e00a60f01dc9d10958f3148c90d5e643cc2688d6c3c50841c671306b454,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0142,pilot_stage4a7_1_pilot_0142,in_domain_interior,not_applicable,G005,"G005",1,1,1,in_domain,eee99186734ccfb3bcaf46dc6684a4225ccc859ce9b9df4f978c16feddeed1b5,497b2a38e23627cd2210d04dfcc42d10ffb684567f0ac3e806244799caba7788,497b2a38e23627cd2210d04dfcc42d10ffb684567f0ac3e806244799caba7788,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0143,pilot_stage4a7_1_pilot_0143,in_domain_interior,not_applicable,G005,"G005",1,1,1,in_domain,b4ab343561fcb9b69c6cd4f63a42d47a8df158b2abb0de4e9619279cb6ee0fe0,2955592d926c42a6b3c41f0821df3fd44568fb041227332db6bcb8368d0e1035,2955592d926c42a6b3c41f0821df3fd44568fb041227332db6bcb8368d0e1035,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0144,pilot_stage4a7_1_pilot_0144,in_domain_interior,not_applicable,G005,"G005",1,1,1,in_domain,22f1982f8fcfd5fa5ca868e16ac475ebbc763e492b2104c2dd22ebf13c859b0e,219e4601b5c4fc5ced186c5d7d8d7ca6d61ae6a99970e61703741a63983cc6c4,219e4601b5c4fc5ced186c5d7d8d7ca6d61ae6a99970e61703741a63983cc6c4,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0145,pilot_stage4a7_1_pilot_0145,in_domain_interior,not_applicable,G005,"G005",1,1,1,in_domain,c5a688a84c1cfbe194a8a6ecbf25153d6f2de775a948e9fb086c4f253fd77920,ccab909dbb008cdd56d1dd4fe5019af5528ecca131e57b36709d4d688a2757b4,ccab909dbb008cdd56d1dd4fe5019af5528ecca131e57b36709d4d688a2757b4,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0146,pilot_stage4a7_1_pilot_0146,in_domain_interior,not_applicable,G005,"G005",1,1,1,in_domain,c1cf920f63d4a2dfc8b70f23ece615467abc8b037e0f0a7be90861f1bd5b3508,bdc06f2bc92f9dc90265d23099ee053a504158cdcad19592d15477511c1afbbb,bdc06f2bc92f9dc90265d23099ee053a504158cdcad19592d15477511c1afbbb,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0147,pilot_stage4a7_1_pilot_0147,in_domain_interior,not_applicable,G005,"G005",1,1,1,in_domain,8a832b1eb31e961e964f71e0e22e91dc341ce7103ad9093e04aa2c42b84000d4,50b62a8f4c2635ae0ea6310069869fa889032ee0c5ab7a5707f37ba007f0e389,50b62a8f4c2635ae0ea6310069869fa889032ee0c5ab7a5707f37ba007f0e389,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0148,pilot_stage4a7_1_pilot_0148,in_domain_interior,not_applicable,G005,"G005",1,1,1,in_domain,6fed9d06f2c8c1d1299796e9664fe54de807d857fa0f13f41f5907a16ad8a0d8,32fa46699609fd75165a47ddd06fffa2b4fc36b6adcffc3c1ce6c7f2d65f5103,32fa46699609fd75165a47ddd06fffa2b4fc36b6adcffc3c1ce6c7f2d65f5103,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0149,pilot_stage4a7_1_pilot_0149,in_domain_interior,not_applicable,G005,"G005",1,1,1,in_domain,86488905269e6bb3dcce65612594460af127d85c2d754cd9d95e3cc2c7e777fd,da505f2f5d27a6cfcd166eb0577576d041da1299e4bf5de42223bc07b68299c2,da505f2f5d27a6cfcd166eb0577576d041da1299e4bf5de42223bc07b68299c2,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0150,pilot_stage4a7_1_pilot_0150,in_domain_interior,not_applicable,G005,"G005",1,1,1,in_domain,2d668f36dac8bfc77adb29b5c8d6b740d88af04896e6f98329452fc0b32bd437,d4a026d03a889da69b398c21548ee1e13385139d7f89687d9510d89675831e62,d4a026d03a889da69b398c21548ee1e13385139d7f89687d9510d89675831e62,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0151,pilot_stage4a7_1_pilot_0151,in_domain_interior,not_applicable,G005,"G005",1,1,1,in_domain,14f826970bd4b76882807c6980c76ad5a3bd9d4447420c85c80c3367909f1205,a0ef1d81a75b8f5ac6a13cfa2f86c1a39d3fbe59bdd196ff5ff2c37c9e7572c8,a0ef1d81a75b8f5ac6a13cfa2f86c1a39d3fbe59bdd196ff5ff2c37c9e7572c8,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0152,pilot_stage4a7_1_pilot_0152,in_domain_interior,not_applicable,G005,"G005",1,1,1,in_domain,e271a10136465218e34c0afcff471c8ec4c2564d9bee4a5cca00c6117b38dc26,4e5d0ed28710dfcccd2c17f2b043e3400ba1a452bde597093c0e429da2f164f8,4e5d0ed28710dfcccd2c17f2b043e3400ba1a452bde597093c0e429da2f164f8,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0153,pilot_stage4a7_1_pilot_0153,in_domain_interior,not_applicable,G005,"G005",1,1,1,in_domain,e7cd32f5f9dc151bfbd0dad5be50b6d1d86b60b497cf7130b2226c047208b9cd,c60524a263a99c7faf4f9fbf5deade2d006f1539598d40882c015d2bd4feefb5,c60524a263a99c7faf4f9fbf5deade2d006f1539598d40882c015d2bd4feefb5,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0154,pilot_stage4a7_1_pilot_0154,in_domain_interior,not_applicable,G005,"G005",1,1,1,in_domain,308b3b1badea3f23d7568879006263bed82580955e0df509108553676187065f,d03f72d7bb1851c5dda093e24410c717aba50e5409ebbad1a54c4cc481e34cf7,d03f72d7bb1851c5dda093e24410c717aba50e5409ebbad1a54c4cc481e34cf7,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0155,pilot_stage4a7_1_pilot_0155,symmetry_preserving_nominal,not_applicable,G005,"G002,G005",2,0,1,in_domain,cb108dcd2d4920b920765717feaf1e8e481ecccf1edfdf2ab58de067f8745fcb,d8b9946adf9a811dd179de2c0d5e769756e4213f6c3ba352517071142da22b64,d8b9946adf9a811dd179de2c0d5e769756e4213f6c3ba352517071142da22b64,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0156,pilot_stage4a7_1_pilot_0156,in_domain_interior,not_applicable,G006,"G006",1,1,1,in_domain,bf3e950d6e6219c9d304d8c7bd06da22f6427efb199a09259270510be7c395ef,f3783f99e91d00407b5fb1a36a45b60713a1ccd8328ae27eeddf34fd05db4e2d,f3783f99e91d00407b5fb1a36a45b60713a1ccd8328ae27eeddf34fd05db4e2d,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0157,pilot_stage4a7_1_pilot_0157,in_domain_interior,not_applicable,G006,"G006",1,1,1,in_domain,d970896de5c02e95768b4b48befc4141f9da8bb833748961df491c2e46a2da19,cfe4d0f0f8123a7b5a4c3bd4e5797b46c461d837ae9918c65c1ed4ded723658f,cfe4d0f0f8123a7b5a4c3bd4e5797b46c461d837ae9918c65c1ed4ded723658f,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0158,pilot_stage4a7_1_pilot_0158,in_domain_interior,not_applicable,G006,"G006",1,1,1,in_domain,9a85f84b6450b293e00c61816ab48820501cfb8e1f7c0504d8766c12df14dbbe,5d67832bf3674204f8e61ab77dd21e0b46e4c0d09a116229f733502bfce27742,5d67832bf3674204f8e61ab77dd21e0b46e4c0d09a116229f733502bfce27742,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0159,pilot_stage4a7_1_pilot_0159,in_domain_interior,not_applicable,G006,"G006",1,1,1,in_domain,dc95ef60e593afff03099eb566ebfd58a740b7d5fe58b06f7f405debe88dbc01,fc21b71dc651971182696d2828f334e8673a24352eda9454547d6794fa1c8d8b,fc21b71dc651971182696d2828f334e8673a24352eda9454547d6794fa1c8d8b,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0160,pilot_stage4a7_1_pilot_0160,in_domain_interior,not_applicable,G006,"G006",1,1,1,in_domain,dde4e524a4666ed87115a364df4e7ebc00a65d5200c206bf40cccc724918dd45,78bf7cfa77729f219ea30b56cfd4f07608dec8ffc90469a47141ce7c64fdcef8,78bf7cfa77729f219ea30b56cfd4f07608dec8ffc90469a47141ce7c64fdcef8,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0161,pilot_stage4a7_1_pilot_0161,in_domain_interior,not_applicable,G006,"G006",1,1,1,in_domain,4ad06c64dfc73a110c487681c3d9ef1e52ed9b20cdae1e6318b5c0a9f3c60f5d,defd99947a8939b47965f9eaf93e19cfa11a488abfee4c170d94edb2f5109cb8,defd99947a8939b47965f9eaf93e19cfa11a488abfee4c170d94edb2f5109cb8,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0162,pilot_stage4a7_1_pilot_0162,in_domain_interior,not_applicable,G006,"G006",1,1,1,in_domain,aa7c0566d1b4b3d5002b689b107ed1bc8cbcb959d8823e512acda20d72a3276e,3ded217678766a34fdd5a30307b0398a27b31614aa13b560b9fd25627f15ffe6,3ded217678766a34fdd5a30307b0398a27b31614aa13b560b9fd25627f15ffe6,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0163,pilot_stage4a7_1_pilot_0163,in_domain_interior,not_applicable,G006,"G006",1,1,1,in_domain,91148acab05d007c56abf692d494a6a08437426209f9dbf758175baf6eeeff1c,ab8e913c7bdbabf83675c589b40a5d505af2d76d894773a0bbc35e906034751a,ab8e913c7bdbabf83675c589b40a5d505af2d76d894773a0bbc35e906034751a,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0164,pilot_stage4a7_1_pilot_0164,in_domain_interior,not_applicable,G006,"G006",1,1,1,in_domain,b11ba698feb27cf1bfd82768e0925da08523b25f1d2a940f9ae4d61aa420f2d2,4397eeb1fb4f5ea52355ae92147aa4adbe97e20f26e1bdb585210b8c4a64db18,4397eeb1fb4f5ea52355ae92147aa4adbe97e20f26e1bdb585210b8c4a64db18,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0165,pilot_stage4a7_1_pilot_0165,in_domain_interior,not_applicable,G006,"G006",1,1,1,in_domain,c553c83054a54fb1fab5fe7deeae10c948f773bff29b7d61bb75d921718727b5,768e6151ca8956e573c80a027c231831783b9ecec84db3fd890b2ab0e44a2c51,768e6151ca8956e573c80a027c231831783b9ecec84db3fd890b2ab0e44a2c51,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0166,pilot_stage4a7_1_pilot_0166,in_domain_interior,not_applicable,G006,"G006",1,1,1,in_domain,4a8577c8b09aba889a8a7005b488f48289377afd936c831efcdda1b7e6d3ce22,7dbd8eb382f4e5ab96091a97d4307bd9182c197fc5d2eab3abd853307b032b43,7dbd8eb382f4e5ab96091a97d4307bd9182c197fc5d2eab3abd853307b032b43,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0167,pilot_stage4a7_1_pilot_0167,in_domain_interior,not_applicable,G006,"G006",1,1,1,in_domain,d73c4da74b131e369b7f6578ac09f42b289c0e485454ab669221fe06701d4146,5347db77ffa02d3ed296d3467f372359b1f782420a01763c5b18712411b56543,5347db77ffa02d3ed296d3467f372359b1f782420a01763c5b18712411b56543,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0168,pilot_stage4a7_1_pilot_0168,in_domain_interior,not_applicable,G006,"G006",1,1,1,in_domain,33da19cdffd12b727fb04f47664142e8b4666643468de8a2af943222aa98019f,04097d34e34dee7c6ca30e62cf1e1763b6f59607440bfd81d2f5ae21639c2228,04097d34e34dee7c6ca30e62cf1e1763b6f59607440bfd81d2f5ae21639c2228,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0169,pilot_stage4a7_1_pilot_0169,in_domain_interior,not_applicable,G006,"G006",1,1,1,in_domain,7c6b12b85b592d09e4ef46801caf67afe38bb29874fe87dbc20681d21bf022b3,31b8c3a4f6052a59f1099ad71499fdb22a8147038e918810c446b91c09fb76b5,31b8c3a4f6052a59f1099ad71499fdb22a8147038e918810c446b91c09fb76b5,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0170,pilot_stage4a7_1_pilot_0170,in_domain_interior,not_applicable,G006,"G006",1,1,1,in_domain,149605de5e8e801a6c1f7741c6e1a2b65a19ba24b267d92a7c38481aa7bb5ba6,763b05fb641c023512c409b028c5d24e6ecc3804687170377ba225496558fb95,763b05fb641c023512c409b028c5d24e6ecc3804687170377ba225496558fb95,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0171,pilot_stage4a7_1_pilot_0171,in_domain_interior,not_applicable,G006,"G006",1,1,1,in_domain,15af1ea47bdb31b3b55704490b08f006bb3a207bf6814c25e5fe2da413fdeeda,1d25c0277121ab8f1e567891652992c1b7f8c5a89bed330f7f9d6c1e3db2c6a5,1d25c0277121ab8f1e567891652992c1b7f8c5a89bed330f7f9d6c1e3db2c6a5,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0172,pilot_stage4a7_1_pilot_0172,in_domain_interior,not_applicable,G006,"G006",1,1,1,in_domain,1ee847380674b6e8bb2b29fbbb169844852ca7c2a0bccc15e43524504f2277ba,b753851f2aef2b2bade35c626c673c1efd1522931eff28c5f7be5146d71a9724,b753851f2aef2b2bade35c626c673c1efd1522931eff28c5f7be5146d71a9724,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0173,pilot_stage4a7_1_pilot_0173,in_domain_interior,not_applicable,G006,"G006",1,1,1,in_domain,4a218d39e3b2585e6a15dcb65c877b333d39ed3c83cb7723a0142a464af8ffe5,6321536649c232db92d44f7ce7b569b26355ea9b45906f7bb429da72a5ba95d0,6321536649c232db92d44f7ce7b569b26355ea9b45906f7bb429da72a5ba95d0,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0174,pilot_stage4a7_1_pilot_0174,in_domain_interior,not_applicable,G006,"G006",1,1,1,in_domain,3415f6dcc274b44a16dfbe46e06b6e997be717ceee024b510ee87677b4204b78,0e32e8d89dbda4b8d53951d9b5abf7963d9aa1223e0a003769a2086597d00008,0e32e8d89dbda4b8d53951d9b5abf7963d9aa1223e0a003769a2086597d00008,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0175,pilot_stage4a7_1_pilot_0175,in_domain_interior,not_applicable,G006,"G006",1,1,1,in_domain,24f5798fd1efa25991f64d873cd931f971947e7af656398e496c74583844ce97,42e85706671af44aa516b5fb25fcd17ae440139dfc6a58a79b3652c4eaa0302a,42e85706671af44aa516b5fb25fcd17ae440139dfc6a58a79b3652c4eaa0302a,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0176,pilot_stage4a7_1_pilot_0176,in_domain_interior,not_applicable,G006,"G006",1,1,1,in_domain,f935e2ab1b9069f89e25a9e0c595d5d03593daea3c54ccf02e57fa342a0e0ed2,d9926789cb85deb7c00614c39f4daec905055bfcc462b5f372965d70f5cb3bdb,d9926789cb85deb7c00614c39f4daec905055bfcc462b5f372965d70f5cb3bdb,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0177,pilot_stage4a7_1_pilot_0177,in_domain_interior,not_applicable,G006,"G006",1,1,1,in_domain,2ad31a882d58d9317ebe400beaedd3bae6bf95a69656e8a18a49757f37c7367a,4c2056ace5bcc76715ed629b51cfeded00e0dc4718d1636564a593f4c3705c11,4c2056ace5bcc76715ed629b51cfeded00e0dc4718d1636564a593f4c3705c11,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0178,pilot_stage4a7_1_pilot_0178,in_domain_interior,not_applicable,G006,"G006",1,1,1,in_domain,79f74dd232bb03b721f544fb4b45cd2b54ec43697bfc9d0f261a615e8ca6b3fc,43b10e2ee712e8ce1309ea8768ccd66f28d95e496fa2b5e1c2b69e98c636eed4,43b10e2ee712e8ce1309ea8768ccd66f28d95e496fa2b5e1c2b69e98c636eed4,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0179,pilot_stage4a7_1_pilot_0179,in_domain_interior,not_applicable,G006,"G006",1,1,1,in_domain,0501b515327839bd47f1830a94a545fbb0106ba409e7f6d612e0b8db01f72f10,bc02b6bd5eaee3c0cb3ca5ba0e32fd0bc2f60c625b1a87537473da9992a54d5a,bc02b6bd5eaee3c0cb3ca5ba0e32fd0bc2f60c625b1a87537473da9992a54d5a,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0180,pilot_stage4a7_1_pilot_0180,in_domain_interior,not_applicable,G006,"G006",1,1,1,in_domain,d80905600b684625d1aec468baab6cfdcf402a7505f37fa7af391b9ad572c7ba,5acdc79adb527eff98969c17f239d024c3b37589eee24e8fadac926a5d121dd2,5acdc79adb527eff98969c17f239d024c3b37589eee24e8fadac926a5d121dd2,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
stage4a7_1_pilot_0181,pilot_stage4a7_1_pilot_0181,in_domain_interior,not_applicable,G006,"G006",1,1,1,in_domain,f9c8fbe18439e666ad29e179197b1f43d2c98481af87cd54301058c3e2f73ecd,e7707f27fc715357470fa68fcad7b37b4efeb0d0ef316fc8d6a73a81109c861a,e7707f27fc715357470fa68fcad7b37b4efeb0d0ef316fc8d6a73a81109c861a,0a7ad136906bcc694e9cdc57485e98b3b14f59e1c377a526b9098a8d631e77f1
